Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
1.05,5.87,3.36,-2.89,1.88,-1.57,3.62,2.36,-3.51,-5.1,-2.85,-13.42,10.46,3.4,10.13,1.49,2.07,-4.68,0.5,-4.94,2.39
-1.77,3.26,1.91,-3.34,0.95,-1.91,0.83,0.41,-7.92,-8.99,-4.48,-14.22,8.38,3.32,9.17,-1.52,-2.39,-7.51,-2.08,-6.17,-0.5
-0.17,6.96,0.44,0.3,-0.84,0.35,-0.25,1.5,-10.49,-9.45,-12.34,2.64,4.6,10.82,5.07,2.5,-5.94,-4.11,-0.97,-5.55,-0.87
-0.44,8.51,-1.85,-1.12,-3.94,3.91,-5.53,-5.86,-15.19,-18.13,-8.51,-19.83,5.18,0.96,5.12,-9.52,-7.66,-15.5,-1.76,-8.64,-7.29
6.37,14.6,4.98,4.72,1.55,-1.72,-3.47,-3.02,-15.18,-14.84,-4.09,-17.21,9.81,14.36,10.59,6.04,-6.74,-9.59,5.28,-4.0,-4.11
6.82,15.97,3.14,4.94,-2.25,2.09,-6.31,-5.28,-14.36,-17.76,-2.18,-16.52,8.81,9.23,0.15,1.61,-8.79,-11.0,5.78,-5.06,-6.31
10.68,19.54,7.48,5.73,0.99,-1.1,-3.41,-5.7,-11.99,-14.29,3.96,-15.97,14.97,14.85,8.1,3.65,-5.51,-12.0,9.16,-3.58,-3.77
11.85,21.5,8.21,6.96,0.29,-0.69,-4.44,-5.47,-13.96,-14.85,8.04,-16.8,16.54,15.34,6.85,2.55,-6.11,-11.69,9.96,-4.14,-4.69
12.53,22.77,6.52,4.5,-1.47,1.16,-6.32,-7.02,-17.52,-18.8,3.78,-14.87,16.52,11.99,3.41,-5.27,-9.25,-12.01,9.72,-5.24,-5.79
11.81,19.82,9.49,3.37,0.34,-1.22,-5.07,-8.27,-16.53,-18.24,9.57,-24.64,17.55,8.42,6.99,-6.92,-8.84,-17.56,9.78,-3.99,-4.29
11.45,18.34,10.29,1.68,1.71,-1.96,-5.82,-6.33,-18.08,-17.82,7.34,-28.2,19.29,5.1,16.34,-6.01,-9.7,-15.07,9.83,-4.43,-4.8
11.2,19.63,9.64,4.34,2.93,-2.93,-4.35,-7.64,-16.61,-17.3,6.89,-23.29,15.17,9.2,1.57,-4.87,-7.25,-17.01,9.98,-2.63,-4.05
12.11,20.7,10.0,5.04,1.0,-1.23,-5.87,-6.26,-18.41,-16.27,1.48,-24.35,16.32,11.04,5.6,-5.84,-9.41,-15.51,10.18,-3.39,-3.95
13.42,22.55,9.82,3.77,1.2,-0.78,-5.78,-5.16,-18.38,-15.09,4.23,-26.49,18.55,6.2,2.89,-4.61,-12.02,-15.28,10.59,-2.55,-2.61
12.72,19.52,9.43,4.74,1.55,-0.69,-4.91,-4.66,-16.34,-14.35,2.13,-21.76,15.69,6.69,3.05,-8.36,-10.55,-15.05,10.34,-1.17,-1.9
12.5,19.57,11.11,2.54,1.37,-1.71,-2.92,-4.52,-14.83,-14.23,13.83,-29.36,20.3,4.48,10.71,-7.85,-7.89,-16.36,9.99,-3.1,-2.06
12.89,22.12,11.17,4.32,1.96,-1.97,-1.59,-2.7,-11.11,-10.43,2.87,-9.71,20.19,12.76,8.45,0.84,-6.15,-11.65,10.34,-3.34,-1.81
14.08,23.32,11.67,5.23,0.96,-0.76,-2.7,-4.37,-12.55,-11.88,16.62,-22.29,23.32,11.06,9.17,0.7,-4.55,-12.45,10.84,-4.52,-4.01
17.65,28.28,15.29,6.6,2.1,-1.73,-5.11,-8.47,-15.53,-16.32,19.88,-21.28,27.02,15.0,11.56,-1.7,-5.96,-17.05,13.74,-5.92,-6.56
15.92,24.5,15.23,5.6,3.96,-3.71,-4.85,-9.73,-14.52,-15.04,20.77,-18.52,27.29,11.52,16.62,-3.63,-4.52,-15.75,12.1,-5.21,-6.48
18.62,26.32,17.02,7.97,3.13,-1.96,-6.55,-10.32,-16.41,-17.52,22.62,-20.43,31.42,14.7,16.74,-4.56,-7.25,-17.11,15.36,-5.56,-6.62
20.98,29.65,18.67,8.0,2.22,-3.65,-8.16,-11.12,-18.84,-18.61,14.11,-16.46,29.77,16.1,13.08,-6.82,-8.45,-16.86,17.06,-5.16,-8.54
18.45,27.04,15.37,7.06,1.1,-1.79,-9.97,-9.7,-22.23,-21.75,13.18,-24.92,27.57,15.3,10.05,-2.55,-12.81,-14.89,15.44,-5.6,-9.3
20.34,29.59,15.03,8.84,0.51,-0.93,-10.87,-8.78,-23.99,-22.52,9.7,-17.23,25.66,15.77,8.38,-0.31,-15.97,-16.44,16.93,-3.24,-7.76
16.95,27.03,13.17,7.96,-0.34,0.46,-13.86,-9.54,-26.98,-24.34,1.76,-22.47,18.55,13.73,4.25,-3.05,-20.95,-18.56,14.25,-2.47,-10.28
15.58,25.24,10.03,10.67,-3.08,2.25,-16.31,-8.82,-28.69,-24.09,-6.0,-18.9,15.16,14.86,1.07,-0.27,-22.78,-17.19,13.52,-2.93,-11.68
16.39,27.14,10.8,12.99,-4.14,4.28,-16.86,-6.79,-27.67,-22.52,-10.77,-8.73,13.39,20.24,-1.58,3.8,-23.25,-12.56,14.51,-1.42,-10.56
13.75,24.05,9.71,12.58,-4.33,4.5,-17.74,-8.09,-28.93,-23.81,-18.67,-9.15,11.89,18.39,-4.13,3.97,-22.46,-11.41,13.19,-2.78,-13.29
14.09,22.58,8.06,14.58,-5.23,5.48,-19.17,-9.45,-31.51,-26.56,-17.83,-3.21,7.09,19.52,-6.86,3.63,-25.56,-13.32,12.79,-2.94,-14.22
13.73,23.41,7.22,14.82,-4.54,5.42,-17.56,-9.15,-31.16,-26.15,-22.5,-1.73,5.09,24.15,-7.88,7.54,-24.09,-12.08,12.72,-1.65,-12.98
12.37,21.43,4.41,13.62,-5.58,6.01,-17.45,-8.3,-30.19,-23.71,-31.73,3.16,1.83,23.15,-9.64,8.33,-25.22,-11.36,10.66,-2.06,-13.47
15.0,26.49,6.82,15.46,-5.93,5.64,-15.54,-6.6,-27.61,-22.92,-19.79,2.75,5.69,28.93,-7.64,7.34,-22.3,-10.21,13.38,-0.07,-11.27
15.13,27.46,5.85,15.28,-6.15,5.61,-14.32,-5.65,-22.87,-19.18,-25.48,3.52,4.96,30.23,-5.29,8.86,-18.25,-8.94,13.04,-1.62,-10.38
14.84,27.81,6.73,15.1,-5.5,6.66,-13.32,-4.36,-19.17,-16.55,-18.01,7.83,6.96,26.7,-2.9,12.24,-13.79,-6.6,13.85,-3.02,-11.32
14.8,29.99,4.85,16.54,-5.73,6.46,-14.56,-2.69,-19.37,-15.14,-21.96,15.03,4.79,29.7,-4.41,7.95,-15.88,-4.58,13.95,-3.06,-10.52
11.74,25.76,2.28,14.5,-6.13,7.51,-14.99,-3.6,-21.45,-17.08,-26.81,11.66,1.68,26.07,-3.37,14.25,-18.79,-4.94,10.33,-2.93,-11.45
14.33,27.51,4.97,15.99,-4.49,5.78,-13.51,-5.88,-19.19,-17.26,-19.76,9.92,5.21,26.15,1.11,12.06,-15.0,-8.72,12.97,-1.5,-10.97
14.61,29.07,3.86,14.36,-5.32,5.19,-13.78,-5.61,-21.05,-15.88,-21.2,11.59,3.84,25.05,-2.64,12.98,-17.35,-7.49,13.19,-1.72,-11.07
13.59,26.0,4.47,12.98,-4.03,4.05,-12.72,-6.44,-19.25,-15.99,-23.91,7.48,4.42,23.72,-5.11,11.47,-16.41,-8.81,11.85,-1.76,-10.07
15.7,27.61,6.64,13.67,-3.57,3.96,-13.51,-8.17,-20.94,-17.3,-23.36,8.61,7.17,25.02,-4.34,10.09,-17.21,-10.37,13.78,-1.04,-11.02
14.46,24.79,6.71,13.04,-2.15,3.04,-13.77,-9.74,-24.11,-19.96,-21.48,2.54,9.85,22.21,-4.18,6.93,-18.8,-11.37,13.53,-1.34,-11.29
11.09,18.47,4.87,11.31,-2.86,3.28,-13.37,-9.91,-22.96,-20.47,-13.78,3.92,5.75,18.2,-2.61,5.22,-17.52,-12.42,10.04,-1.41,-11.11
13.34,22.12,6.31,11.72,-3.05,2.21,-14.19,-12.29,-24.5,-22.59,-22.14,1.59,6.69,21.24,0.47,3.32,-17.07,-14.4,12.1,-1.53,-11.54
13.58,22.72,6.67,11.6,-0.27,0.75,-12.58,-11.62,-23.16,-20.55,-17.65,0.96,6.11,20.32,4.09,1.61,-14.46,-14.8,12.65,-1.3,-10.94
14.72,23.24,6.13,11.75,-2.69,3.62,-11.82,-8.48,-21.4,-16.54,-20.04,-1.63,5.85,18.99,-3.37,6.6,-15.99,-9.22,13.25,1.44,-8.61
13.51,20.1,6.87,9.55,-0.78,1.88,-9.12,-9.34,-17.92,-14.46,-22.19,-2.11,6.26,15.61,4.63,4.17,-11.59,-10.95,12.13,2.59,-6.44
12.86,18.96,6.7,6.47,-0.5,0.78,-9.4,-9.97,-18.5,-16.03,-19.54,-8.3,6.62,13.71,0.11,3.59,-12.87,-13.42,10.98,1.42,-6.87
13.2,18.38,6.96,7.01,-1.93,1.62,-9.0,-8.84,-17.01,-15.77,-14.69,-7.61,7.63,12.87,-6.33,2.62,-13.07,-12.63,11.62,0.72,-6.61
12.91,19.27,7.01,6.03,-0.51,-0.11,-8.97,-11.32,-18.25,-17.95,-16.01,-12.63,8.19,13.03,-4.27,0.86,-12.64,-15.37,11.2,0.04,-7.22
15.7,20.57,9.69,9.2,1.14,-0.89,-7.86,-10.46,-18.15,-17.78,-14.35,-10.93,10.18,13.77,-2.3,-4.7,-11.91,-15.77,13.88,1.37,-7.13
17.73,21.81,11.73,9.59,0.05,-0.57,-8.47,-9.8,-18.28,-16.7,-10.03,-13.98,14.15,12.87,0.12,-2.93,-12.3,-14.42,16.23,1.48,-7.14
15.08,16.79,10.9,5.35,0.92,-1.66,-7.86,-10.18,-18.75,-17.56,-10.58,-17.86,12.92,3.73,3.2,-3.12,-12.38,-16.05,13.08,1.81,-6.58
13.28,12.0,11.15,2.49,2.48,-3.2,-6.56,-10.4,-17.21,-18.58,-13.0,-19.84,11.43,2.62,1.82,-9.9,-10.62,-18.6,11.66,2.85,-5.91
11.49,11.44,10.45,1.86,4.17,-2.87,-3.82,-10.24,-16.34,-18.41,-14.02,-23.04,11.47,3.42,4.23,-6.74,-6.57,-19.48,10.48,2.9,-4.9
9.68,8.49,8.36,0.23,3.02,-2.25,-4.69,-10.69,-17.64,-20.96,-8.61,-24.31,11.0,-0.94,4.4,-8.15,-7.3,-20.27,7.91,2.31,-6.16
9.26,10.03,7.63,1.14,3.29,-2.91,-4.63,-12.15,-17.34,-21.46,-6.12,-21.1,12.13,2.24,9.11,-10.38,-5.58,-22.65,8.29,2.06,-6.7
9.88,9.64,6.83,1.71,0.71,0.05,-7.93,-11.59,-20.91,-21.88,-2.15,-20.04,11.29,1.65,3.94,-5.72,-11.66,-19.62,8.25,0.23,-7.74
9.44,10.25,6.79,1.52,-0.34,-0.56,-7.6,-12.69,-20.09,-22.21,-6.91,-17.64,11.42,1.03,-0.53,-6.35,-11.69,-20.1,7.91,-0.38,-7.96
9.35,9.27,7.03,1.85,1.66,0.34,-4.84,-9.49,-16.74,-17.01,-5.56,-17.13,9.68,2.88,0.41,-5.79,-10.75,-15.88,7.75,1.57,-5.65
9.21,8.96,6.39,2.03,0.84,-0.47,-5.85,-7.82,-16.81,-13.6,-8.7,-13.64,7.71,1.67,-1.13,-4.57,-12.96,-12.41,8.15,0.63,-4.52
10.31,10.32,5.07,3.5,-0.54,0.12,-5.35,-6.56,-14.03,-11.94,-7.87,-11.57,4.65,3.7,-3.7,-3.57,-10.87,-10.32,8.76,0.03,-3.69
8.6,8.14,4.77,0.93,0.78,-0.93,-5.37,-6.14,-13.42,-10.83,-9.05,-15.36,2.86,0.83,1.01,-3.51,-11.78,-8.73,7.05,0.46,-3.26
9.47,7.43,4.58,3.12,0.46,0.15,-4.61,-4.75,-12.21,-10.02,-7.96,-9.62,4.63,2.62,-3.5,-3.05,-9.27,-7.67,8.34,0.27,-2.14
8.33,8.59,5.08,3.45,0.85,-0.93,-2.69,-6.73,-10.43,-10.04,-6.55,-12.67,5.34,3.44,-1.2,-2.82,-6.88,-8.95,7.34,0.14,-1.27
7.16,4.09,4.01,2.42,1.15,-1.26,-3.41,-7.33,-11.27,-12.98,-5.56,-13.87,5.03,0.55,0.25,-6.25,-9.03,-10.95,6.74,1.02,-1.74
6.5,4.12,4.28,2.65,1.13,-1.7,-3.49,-7.66,-11.99,-14.49,-12.68,-16.46,2.35,-0.94,0.98,-7.9,-9.3,-13.27,6.75,1.6,-1.45
5.0,1.36,1.76,2.21,0.84,-0.65,-2.63,-6.17,-11.24,-12.1,-14.05,-15.89,-2.23,-1.44,-3.41,-7.85,-10.1,-12.63,5.11,2.43,-1.02
4.32,-0.16,2.04,1.19,1.52,0.0,-0.85,-4.23,-8.87,-8.96,-14.48,-16.36,-3.73,-2.23,-5.21,-6.13,-9.03,-8.99,4.57,3.1,0.36
5.01,1.76,1.84,2.46,1.04,-0.6,-0.01,-1.41,-5.99,-3.57,-10.26,-10.68,-2.0,-0.37,-4.46,-6.02,-5.2,-4.32,5.15,2.66,1.3
6.18,4.82,0.86,4.24,0.12,-0.06,-0.06,-2.54,-3.45,-2.63,-8.95,-9.24,0.4,2.32,-4.81,-3.76,-6.7,-4.79,6.26,1.76,1.85
6.95,4.6,0.77,4.98,-0.97,0.44,-1.19,-4.0,-3.54,-4.22,-7.57,-10.32,-0.19,0.48,-5.19,-2.67,-7.39,-5.61,7.58,2.84,1.17
7.21,7.28,0.64,7.31,-2.53,2.39,-1.3,-3.06,-0.52,-1.7,-8.76,-3.73,-3.87,2.27,-4.76,-0.13,-5.83,-3.76,7.63,3.77,2.55
4.65,2.6,-1.91,4.65,-3.22,3.72,-0.61,-1.78,0.56,-1.28,-9.51,-5.34,-6.54,-1.45,-8.58,-1.21,-5.76,-5.27,5.95,5.72,3.55
3.96,1.51,-2.25,5.37,-2.57,4.33,-1.04,-1.04,0.05,-1.31,-10.25,-5.0,-7.1,0.55,-8.22,0.54,-6.42,-4.3,4.53,6.4,4.37
3.18,-0.25,-0.94,4.61,-1.88,1.86,-0.68,-1.48,0.5,-0.93,-6.41,-7.28,-5.32,0.2,-7.35,-1.82,-5.47,-2.74,4.37,4.82,3.46
2.56,0.27,-1.38,3.12,-2.21,1.0,-0.28,-1.52,0.58,-1.27,-4.98,-4.28,-3.2,2.05,-3.76,-2.77,-5.26,-2.81,3.5,3.07,3.54
5.58,4.27,1.58,5.64,-0.77,1.07,1.03,0.61,1.85,0.86,-4.86,-2.58,0.56,5.99,1.57,-0.19,-2.67,-0.11,5.57,2.34,4.31
4.79,1.9,3.03,4.67,-0.36,0.62,1.0,0.73,2.13,3.15,2.87,-4.75,0.86,1.84,0.02,-0.66,-2.0,0.13,4.61,1.9,5.06
4.66,2.8,3.68,4.06,-0.84,0.71,-2.38,-1.65,-1.73,-1.45,-5.56,-3.2,1.77,3.32,1.17,-1.79,-6.9,-2.38,5.23,0.82,2.23
4.2,2.64,2.87,5.52,-1.15,1.89,-3.74,0.55,-3.27,-1.39,-5.04,-7.17,-0.63,2.25,-8.06,0.26,-7.49,-1.67,3.84,2.89,2.44
2.59,-0.03,1.55,4.92,0.19,0.33,-2.75,-2.06,-2.54,-3.02,-4.97,-4.51,-2.8,1.45,-5.73,-2.79,-6.05,-2.81,3.47,2.96,1.63
3.95,1.56,1.8,5.43,-1.82,1.67,-3.23,-2.08,-3.48,-4.39,-8.01,-4.4,-1.81,2.7,-9.13,-1.9,-6.3,-2.15,4.0,2.75,0.71
4.17,0.41,0.95,5.13,-1.92,2.19,-2.2,-0.07,-0.72,-1.86,-6.33,-1.4,-3.58,1.47,-7.36,-0.45,-3.42,-0.05,4.1,2.11,1.67
5.68,2.42,3.05,7.08,-1.23,2.84,-0.87,1.01,0.76,0.47,-2.38,-3.0,0.91,2.31,-4.49,1.65,-3.08,1.6,5.8,1.31,2.49
6.03,3.28,2.37,6.18,-3.39,3.52,-2.38,2.11,-0.38,1.81,-7.54,3.01,-0.67,3.31,-5.4,3.8,-3.59,3.74,6.41,-0.67,1.36
6.66,5.86,1.72,8.25,-3.28,3.69,-2.0,2.45,0.47,2.7,-1.33,-2.78,0.71,4.31,-3.13,3.98,-1.72,4.66,6.29,-1.61,0.92
4.53,4.16,1.13,8.93,-4.33,3.4,-1.63,1.02,0.92,1.45,-1.31,2.47,0.76,5.3,-1.24,5.33,-0.48,2.66,5.4,-1.46,0.42
3.67,2.14,1.05,6.94,-4.13,3.24,-4.17,-2.25,-2.37,-3.36,-4.17,-1.47,-1.16,2.64,-4.65,-1.29,-3.01,-0.65,4.51,-0.51,-2.38
5.18,2.19,2.82,5.95,-2.22,1.72,-4.01,-3.54,-3.94,-4.56,-4.73,-0.74,1.9,1.73,3.13,-1.53,-3.02,-2.79,5.87,-0.2,-3.53
6.57,5.59,2.88,6.35,-2.21,1.81,-2.69,-1.21,-1.2,-0.12,1.65,5.75,2.34,3.64,1.64,1.8,-1.62,2.55,6.74,-1.06,-1.58
9.25,8.22,2.97,6.26,-2.24,2.9,0.54,2.74,4.77,5.45,4.48,7.56,5.48,6.1,0.72,4.62,5.89,7.2,7.93,-0.4,2.07
6.16,5.5,0.39,5.86,-3.3,3.52,1.6,3.98,7.02,7.7,8.58,7.56,3.12,7.11,0.95,7.13,5.63,9.06,5.34,-1.43,3.62
5.78,4.49,0.21,7.06,-4.06,4.21,0.16,3.17,6.54,6.89,10.59,8.07,4.55,8.2,0.5,7.79,4.67,8.74,5.21,-0.69,4.03
4.23,4.34,-0.12,6.29,-2.51,4.32,-0.08,2.18,4.14,4.48,7.23,8.0,2.62,7.03,0.19,6.12,1.8,6.24,4.53,0.22,3.17
4.59,5.24,-0.9,7.05,-2.52,2.85,-1.46,-0.53,0.69,1.26,5.26,7.45,1.13,6.66,1.8,4.88,-0.88,2.58,4.83,-0.51,1.24
7.68,10.23,1.91,7.13,-2.83,2.88,-2.18,-0.45,0.27,2.22,4.48,8.99,4.58,10.4,3.32,6.36,-0.95,3.17,7.55,-2.25,-0.62
8.25,10.25,2.56,6.78,-2.63,3.5,-0.22,1.68,3.35,6.01,5.27,7.66,5.42,9.96,0.95,7.27,-0.04,5.85,7.51,-2.35,1.43
6.74,7.77,1.42,5.05,-3.23,3.02,-0.22,3.23,6.1,8.93,9.78,11.83,5.18,9.8,0.65,7.72,2.09,7.67,6.28,-2.37,2.78
6.83,7.54,1.67,4.41,-1.74,2.15,1.54,3.06,6.93,9.28,11.58,9.93,5.89,11.11,6.72,7.32,4.65,7.19,5.96,-4.56,2.64
4.89,7.28,-0.07,4.44,-1.35,1.99,3.31,2.86,8.36,9.91,5.24,13.24,5.46,10.11,7.66,6.36,5.3,7.45,3.27,-5.55,3.59
4.63,8.79,-1.48,6.39,-2.49,2.28,4.26,3.34,10.08,11.24,11.37,9.56,4.21,10.41,5.46,7.93,7.33,7.78,3.99,-5.05,3.63
2.86,6.5,-1.88,5.3,-2.68,1.93,2.14,2.5,7.81,8.76,8.25,9.2,3.12,8.77,13.5,7.45,5.46,7.62,2.33,-4.87,2.37
5.09,8.74,-1.41,6.98,-3.56,3.49,2.09,3.96,8.79,10.22,10.62,14.28,2.01,11.59,-0.73,10.3,6.4,10.41,5.2,-2.3,2.7
4.89,6.68,-0.96,5.24,-1.34,1.7,2.33,2.03,8.19,8.86,11.76,11.66,2.56,8.67,0.68,6.68,7.09,8.28,4.43,-0.68,2.17
4.84,5.77,-2.07,6.07,-2.16,2.22,1.58,3.47,8.12,8.72,6.19,10.22,0.18,10.04,-2.53,5.48,7.75,8.43,5.04,0.14,2.87
4.6,6.7,-1.02,5.16,-3.16,2.66,0.68,4.28,7.49,9.66,5.16,11.37,0.56,9.13,-4.42,6.74,3.36,8.1,4.29,0.49,2.5
3.91,3.86,-0.06,4.65,-2.25,3.46,1.2,5.61,8.2,10.88,5.92,11.1,1.71,8.57,0.34,6.42,3.11,10.64,4.22,0.11,3.88
2.22,6.06,-2.56,4.69,-5.85,4.85,-0.96,6.69,7.63,10.5,8.91,11.67,-0.98,9.43,-0.85,8.84,0.29,11.31,2.27,-1.67,2.07
3.79,4.83,-1.5,4.09,-3.62,3.54,2.45,6.7,8.53,11.14,8.81,12.47,0.01,7.8,-3.4,3.87,2.99,11.68,3.07,-0.9,3.88
2.52,1.34,-1.71,1.57,-2.11,0.73,5.78,5.29,11.99,11.63,7.1,13.27,0.87,5.48,-0.6,-0.04,8.15,10.46,1.63,-1.55,5.25
2.05,2.05,-2.03,2.45,-2.57,0.56,5.16,3.92,9.55,10.3,4.01,6.85,-1.79,5.06,-3.16,0.96,5.43,8.45,2.28,-1.6,4.63
3.68,2.02,-0.36,1.99,-1.12,0.47,6.03,4.16,11.43,11.04,10.62,9.76,0.91,2.92,-0.36,1.11,5.27,7.49,2.73,-0.19,6.58
2.06,0.91,0.11,2.63,-2.08,2.5,4.58,5.12,10.19,8.22,8.03,9.18,-0.19,2.91,-2.34,3.15,4.1,5.85,2.61,0.06,5.72
3.0,1.83,0.03,3.31,-3.82,3.37,1.34,2.16,6.86,4.46,5.48,6.8,-1.53,4.29,-2.65,2.71,0.5,3.74,2.64,-0.71,2.95
3.72,2.22,0.07,2.36,-2.52,2.97,1.87,1.8,6.12,3.76,3.14,5.82,0.79,4.31,-0.46,2.34,1.88,1.62,3.68,0.59,3.02
2.48,1.97,0.65,3.68,-2.08,0.98,1.51,-0.03,4.48,2.79,2.9,5.29,-0.5,4.94,-0.23,3.28,0.3,2.22,2.3,1.75,2.27
4.64,2.63,1.33,5.73,-1.37,2.55,1.72,-0.06,3.58,2.94,2.96,11.33,0.54,5.55,-1.64,5.38,0.28,4.13,5.34,3.25,2.5
4.15,3.9,-0.77,6.85,-2.68,2.96,0.98,0.95,2.76,2.49,3.74,8.56,-2.33,5.76,-7.05,6.42,-0.18,5.29,4.89,3.45,1.99
5.78,5.16,-0.41,8.1,-2.86,3.78,0.25,0.58,3.17,2.49,8.82,9.15,0.26,7.13,-4.38,6.43,-0.8,5.51,6.17,2.58,1.43
4.0,3.88,-1.7,6.99,-4.91,4.28,-1.2,1.72,1.92,0.41,1.22,6.28,-0.29,5.9,-3.62,5.46,-1.34,4.26,4.28,2.1,2.2
4.33,6.65,-2.21,5.89,-3.69,3.36,-0.57,1.11,2.5,1.37,8.15,8.12,1.34,8.47,-1.32,6.96,0.15,4.98,4.68,0.57,0.98
3.85,6.19,-0.6,5.77,-2.79,2.05,-0.25,-1.2,2.18,-0.93,5.45,9.59,1.69,6.49,0.19,4.23,-0.04,2.95,3.71,-0.07,0.01
5.94,8.41,0.84,6.31,-1.24,0.81,1.09,-0.8,4.23,1.04,11.78,11.51,2.14,7.35,0.56,5.89,1.88,4.3,5.53,0.41,1.13
5.4,8.06,1.97,4.38,1.31,-0.41,3.82,-0.02,6.41,3.55,10.67,15.48,4.99,6.67,8.56,2.43,5.28,5.46,4.5,-0.55,2.62
2.78,4.58,0.04,1.78,0.8,-1.53,4.24,0.86,6.78,3.67,13.52,9.95,1.84,5.33,2.22,0.9,5.42,4.46,1.92,-1.78,3.34
2.76,4.76,0.03,2.22,-0.94,0.76,2.6,2.16,4.91,4.4,5.51,10.2,0.97,4.29,-0.15,3.71,1.36,5.2,2.42,-1.82,2.72
2.66,1.98,-0.05,2.34,-1.25,0.0,2.17,0.15,3.79,2.55,8.13,5.74,-0.39,2.27,-6.61,0.77,0.19,0.72,2.68,0.62,2.79
2.95,2.65,1.96,2.07,0.75,-1.28,5.77,0.67,6.92,4.68,5.91,8.56,1.88,1.72,-4.85,0.27,4.19,1.37,2.84,-0.46,4.85
4.58,4.54,3.12,1.52,1.15,-2.29,6.83,1.24,8.94,6.98,9.95,7.32,6.2,3.57,-0.35,0.2,6.57,2.15,3.96,-1.55,4.53
4.1,5.05,3.38,0.56,1.39,-1.18,7.55,4.13,10.32,10.08,11.18,11.12,7.47,4.22,0.78,0.93,7.24,4.81,3.7,-0.5,6.93
2.42,3.2,1.88,-0.17,1.18,-0.37,9.19,6.34,12.74,13.0,14.11,13.25,7.0,6.27,2.06,2.41,10.11,9.01,1.91,-1.04,8.04
0.47,-4.0,1.77,-0.18,-0.71,0.51,7.26,5.1,10.51,8.82,9.62,11.52,8.64,7.72,1.06,4.09,8.57,8.12,0.18,-2.37,5.51
2.66,2.51,-0.01,0.87,-1.04,1.42,7.47,4.89,12.18,9.48,10.32,11.94,6.21,7.73,2.3,5.16,9.46,8.4,2.11,-2.29,6.02
3.91,7.95,0.56,1.03,0.94,-0.34,9.19,3.5,14.14,10.66,8.87,11.87,6.65,7.11,5.13,4.37,11.59,7.74,3.15,-1.78,5.71
6.29,12.3,0.25,1.96,0.78,-0.53,6.92,1.64,11.27,7.58,6.24,11.31,6.48,12.58,4.87,4.24,9.64,5.78,4.87,-2.67,2.63
7.81,17.32,1.54,2.64,1.21,-1.94,5.04,-1.61,8.81,5.05,2.7,4.2,6.62,11.16,7.42,-1.83,7.47,0.19,6.58,-1.24,0.74
9.54,20.86,0.74,3.45,1.3,-1.09,5.04,-1.22,7.26,3.35,1.27,-0.23,1.55,9.15,3.59,1.83,7.07,0.3,7.47,-1.07,1.7
16.49,33.09,2.82,7.44,0.18,-1.65,3.68,-3.28,4.96,0.46,-0.53,2.69,10.3,20.76,3.65,1.1,5.0,-2.65,13.72,-3.57,0.01
20.59,42.34,2.96,9.55,0.48,-0.45,3.19,-3.64,3.63,-0.29,-7.11,-6.91,10.66,25.91,1.01,2.13,3.34,-3.01,15.44,-4.19,-1.25
31.08,65.76,7.19,16.09,0.47,0.72,2.14,-3.99,3.74,0.3,-5.28,-5.72,14.29,35.41,4.45,3.41,3.77,-3.66,24.69,-2.98,-1.9
39.72,75.88,11.74,18.97,0.48,-0.45,-1.26,-7.93,0.71,-3.25,-6.62,-7.17,20.2,37.45,3.46,0.96,-0.64,-7.07,32.74,-2.57,-3.96
43.81,82.53,11.62,19.75,0.82,-0.44,-0.88,-6.7,-0.34,-3.9,-8.9,-10.54,22.0,33.78,2.16,-1.42,-2.09,-6.48,34.66,-1.43,-3.68
48.81,93.81,12.74,22.22,-0.51,0.87,-0.21,-3.74,1.14,-2.16,-6.31,-11.14,23.89,35.03,-0.46,-3.36,-1.98,-4.49,40.4,-1.98,-2.9
50.74,99.94,12.05,22.16,-0.99,0.65,-0.24,-3.14,3.17,-1.19,-14.85,-12.24,22.63,36.08,0.84,-1.29,-0.14,-2.96,40.72,-3.94,-2.58
50.83,101.27,10.26,22.77,-0.46,-0.02,-1.56,-3.73,-1.9,-4.63,-17.13,-18.98,21.91,37.5,2.09,-5.23,-0.44,-5.11,40.73,-4.43,-4.44
60.01,116.8,13.82,27.58,-1.55,2.11,-4.16,-3.6,-3.36,-5.26,-13.51,-18.84,28.83,42.58,-4.59,-3.71,-5.67,-5.24,48.53,-3.74,-5.24
52.92,105.58,12.08,23.92,-0.45,0.59,-2.11,-2.2,-2.64,-2.84,-20.53,-25.4,20.67,30.7,2.4,-6.9,-4.56,-5.27,43.47,-2.83,-3.11
54.79,107.64,13.1,23.87,-0.51,1.1,-1.86,-2.04,-2.22,-3.62,-14.64,-21.01,24.58,27.12,-2.14,-7.89,-5.45,-3.71,45.87,-2.54,-2.36
48.88,99.56,12.37,20.57,-0.68,1.59,-1.0,-1.41,-1.89,-4.29,-18.42,-25.07,18.62,25.72,-15.39,-11.38,-8.33,-5.52,40.42,-1.23,-0.94
47.25,91.75,13.78,17.56,0.92,-2.5,-1.12,-7.01,-4.03,-9.68,-20.58,-34.58,21.18,21.32,2.81,-14.38,-4.85,-14.44,39.16,-2.16,-3.07
